data_id,age,sex,birth_order,caregiver_education,ethnicity,is_norming,words_produced,words_understood
391242,18,Female,Second,Graduate,,true,109,150
391243,18,Male,First,Graduate,,true,18,185
391244,18,Male,Second,Some College,,true,104,224
391245,18,Male,First,College,,true,125,209
391246,18,Female,First,Some College,,true,129,283
391247,17,Male,Second,Some College,,true,65,324
391248,17,Female,First,Some College,,true,60,189
391249,17,Male,First,Some Secondary,,true,32,143
391250,17,Female,Second,Some College,,true,39,297
391251,17,Male,Fourth,Some Graduate,,true,13,73
391252,17,Female,First,College,,true,31,183
391253,17,Male,First,College,,true,61,169
391254,18,Female,Second,Secondary,,true,44,269
391255,18,Male,Third,Some College,,true,92,236
391256,18,Female,First,Some College,,true,22,90
391257,17,Male,Second,Secondary,,true,22,90
391258,18,Male,First,Graduate,,true,35,128
391259,17,Female,First,Graduate,,true,79,287
391260,17,Male,First,College,,true,18,327
391261,18,Female,Second,Graduate,,true,124,272
391262,18,Female,First,College,,true,118,238
391263,18,Male,Third,Graduate,,true,36,268
391264,17,Male,First,Some College,,true,145,208
391265,18,Female,First,Some College,,true,235,395
391266,17,Male,First,College,,true,174,261
391267,17,Male,Second,College,,true,83,200
391268,17,Male,First,Some College,,true,2,163
391269,18,Female,Second,Graduate,,true,149,276
391270,17,Female,First,College,,true,27,197
391271,17,Male,Second,Some College,,true,73,269
391272,17,Male,Second,Secondary,,true,110,275
391273,17,Female,First,Some College,,true,70,255
391274,18,Male,First,Some College,,true,23,124
391275,17,Male,First,College,,true,114,274
391276,17,Male,Second,Some College,,true,23,144
391277,17,Male,First,Secondary,,true,103,279
391278,17,Female,,Some College,,true,82,203
391279,18,Female,First,Graduate,,true,165,363
391280,17,Female,First,Secondary,,true,79,275
391281,17,Male,First,Some College,,true,164,278
391282,18,Female,Second,Secondary,,true,66,323
391283,17,Female,Second,Graduate,,true,46,279
391284,17,Male,Second,Secondary,,true,48,213
391285,18,Female,Second,College,,true,36,210
391286,18,Male,First,College,,true,49,261
391287,17,Female,Third,Secondary,,true,15,251
391288,18,Male,First,Secondary,,true,19,231
391289,17,Male,Second,College,,true,23,142
391290,17,Male,First,College,,true,9,230
391291,17,Male,First,Some College,,true,16,98
391292,18,Male,First,College,,true,67,290
391293,18,Female,First,College,,true,92,292
391294,18,Female,Second,College,,true,35,241
391295,17,Female,Second,Some College,,true,45,297
391296,18,Male,Third,Some College,,true,12,68
391297,18,Female,Third,College,,true,46,190
391298,17,Female,Third,College,,true,45,127
391299,17,Male,First,Some College,,true,20,207
391300,18,Female,First,Secondary,,true,262,336
391301,17,Female,Second,College,,true,91,221
391302,18,Male,Second,College,,true,11,174
391303,17,Female,Fourth,Secondary,,true,293,340
391304,18,Female,First,College,,true,7,129
391305,18,Male,Second,Graduate,,true,24,244
391306,18,Female,First,Some College,,true,151,278
391307,17,Male,First,College,,true,198,304
391308,18,Male,First,Some College,,true,40,161
391309,17,Female,First,Graduate,,true,26,178
391310,18,Male,First,Some College,,true,13,127
391311,18,Female,First,Some College,,true,126,326
391312,18,Male,First,College,,true,58,242
391313,18,Male,First,Graduate,,true,24,244
391314,17,Male,Third,Some College,,true,6,64
391315,17,Female,First,Some College,,true,51,205
391316,18,Male,Second,College,,true,3,163
391317,18,Male,First,College,,true,174,325
391318,18,Male,First,College,,true,17,259
391319,18,Male,Third,Graduate,,true,9,246
391321,18,Male,First,Secondary,,true,61,197
391322,18,Female,First,Graduate,,true,7,177
391323,18,Male,Second,Some College,,true,4,223
391324,18,Male,First,Secondary,,true,158,285
391325,17,Female,Second,Some Graduate,Hispanic,true,78,332
391326,18,Female,First,Secondary,,true,17,140
391329,17,Male,Third,Graduate,,true,68,228
391331,18,Female,Third,College,,true,327,361
391332,18,Female,First,Some College,Hispanic,true,152,330
391333,18,Male,Sixth,Secondary,,true,117,296
391334,18,Female,Fourth,Some College,,true,20,225
391335,18,Male,First,Secondary,,true,21,97
391336,18,Male,First,Graduate,,true,28,314
391337,18,Male,First,Secondary,,true,71,328
391338,18,Male,First,Graduate,,true,40,373
391339,18,Female,First,College,,true,106,287
391340,18,Male,First,Secondary,,true,58,303
391341,18,Female,First,College,,true,178,322
391342,18,Male,First,Graduate,,true,18,252
391343,18,Male,Second,Some College,,true,190,315
391344,18,Female,First,College,,true,196,367
391345,18,Female,First,Secondary,,true,164,267
391346,18,Female,First,College,,true,95,344
391347,18,Male,First,Some College,,true,91,233
391349,18,Female,First,Secondary,Hispanic,true,31,125
391350,18,Female,First,Some College,,true,31,163
391351,18,Female,Second,College,,true,28,191
391352,18,Female,First,Some Graduate,,true,97,275
391353,18,Female,Fourth,College,,true,48,195
391354,18,Female,First,College,,true,207,395
391355,18,Female,First,Some Graduate,,true,291,378
391359,18,Female,First,College,,true,82,234
391361,18,Male,First,Some Graduate,,true,145,311
391364,9,Male,First,Some College,Hispanic,true,1,10
391365,18,Male,Second,Graduate,,true,29,314
391366,14,Male,Second,Graduate,Hispanic,true,29,112
391367,12,Female,First,Graduate,,true,14,240
391368,15,Female,Second,College,,true,190,294
391369,13,Female,First,College,,true,34,148
391370,12,Male,First,Secondary,,true,16,62
391371,13,Female,First,Secondary,,true,31,119
391372,12,Female,First,College,,true,1,75
391373,12,Male,First,Secondary,,true,3,55
391374,18,Female,Second,College,,true,23,119
391375,13,Male,First,Secondary,,true,34,135
391376,16,Female,Second,College,,true,72,129
391377,14,Male,First,Secondary,,true,4,65
391378,12,Female,First,Secondary,,true,6,85
391379,17,Female,First,Graduate,,true,37,158
391380,14,Male,First,Some Graduate,,true,2,36
391381,14,Male,First,Some College,,true,15,148
391382,12,Female,Third,Secondary,,true,0,30
391384,16,Male,First,Some College,,true,1,105
391385,13,Male,First,Some College,,true,0,78
391386,16,Female,Fourth,Some College,,true,104,189
391387,13,Male,Second,Some College,,true,15,80
391388,11,Male,,College,,true,0,181
391389,11,Female,,College,Hispanic,true,3,8
391390,11,Male,,Secondary,,true,12,36
391391,12,Female,,Secondary,,true,15,111
391392,10,Male,,College,,true,8,46
391393,10,Male,,Secondary,,true,10,40
391394,16,Female,,Secondary,,true,14,140
391395,15,Male,,Secondary,,true,14,125
391396,9,Female,,Some Secondary,,true,0,16
391397,9,Female,,Some Secondary,,true,12,216
391398,10,Female,,Some College,,true,3,28
391399,14,Female,,Secondary,,true,0,2
391400,10,Male,,College,,true,0,14
391403,12,Female,First,Secondary,,true,14,53
391404,12,Male,First,Secondary,,true,5,94
391405,18,Female,First,College,,true,194,367
391406,13,Male,Second,Some Graduate,,true,40,110
391407,12,Female,First,College,,true,21,79
391408,18,Male,Second,Graduate,,true,118,207
391409,15,Female,Second,College,,true,106,326
391410,12,Male,First,Secondary,,true,5,98
391411,17,Male,Second,College,,true,43,259
391412,13,Male,First,College,,true,31,152
391413,12,Female,Second,Graduate,,true,5,185
391414,16,Male,Second,College,,true,38,191
391415,13,Male,Second,Secondary,,true,31,114
391416,12,Male,First,Graduate,,true,11,44
391417,12,Male,Third,Some Secondary,,true,16,118
391418,13,Male,Fourth,Secondary,,true,1,24
391419,12,Male,Fourth,Secondary,,true,1,19
391421,10,Female,Fourth,Some College,,true,0,15
391422,10,Male,Fourth,Some College,,true,0,17
391423,10,Male,Third,Graduate,,true,6,59
391424,11,Female,Second,College,,true,4,35
391425,10,Male,First,Some Secondary,Hispanic,true,1,9
391426,10,Female,Second,Graduate,,true,1,86
391427,10,Male,First,Some College,,true,15,42
391428,10,Male,Second,Some College,,true,4,40
391429,10,Female,First,Graduate,,true,6,18
391430,10,Male,First,College,,true,1,25
391431,10,Female,Sixth,Some Secondary,Hispanic,true,0,10
391432,10,Male,Third,College,,true,0,4
391433,11,Female,First,College,,true,6,51
391434,10,Female,Third,Secondary,,true,15,40
391435,10,Male,Third,Graduate,,true,4,17
391436,10,Male,First,Some College,,true,2,125
391437,10,Male,First,College,,true,2,30
391438,10,Male,First,College,,true,2,104
391439,10,Female,First,Some College,,true,4,68
391440,10,Male,First,College,,true,0,90
391441,10,Female,Sixth,Some Secondary,,true,7,109
391442,10,Female,,Graduate,,true,5,54
391443,10,Male,First,Some College,,true,4,40
391444,10,Male,First,College,,true,0,14
391445,10,Female,Third,Some Secondary,,true,2,48
391446,10,Male,First,Some College,,true,7,18
391447,10,Male,Second,Some Secondary,,true,2,39
391448,10,Male,Third,Secondary,,true,0,26
391449,10,Female,First,Secondary,,true,5,25
391450,11,Female,First,Some Secondary,,true,3,142
391451,10,Female,First,College,,true,8,80
391452,10,Male,First,Graduate,,true,3,22
391453,10,Female,Third,Some Secondary,,true,3,74
391454,10,Female,Third,Some Secondary,,true,3,74
391455,10,Male,First,College,,true,1,15
391456,10,Male,First,College,,true,2,34
391457,10,Male,Second,Some College,,true,16,84
391458,10,Male,First,Some Secondary,,true,3,3
391459,10,Female,First,Some College,,true,0,1
391460,10,Male,First,Some College,,true,1,18
391461,10,Male,First,Graduate,,true,4,11
391462,10,Male,First,Some Secondary,,true,15,93
391463,10,Male,First,College,,true,2,19
391464,10,Female,First,Some College,,true,2,16
391465,10,Male,First,College,,true,0,8
391466,10,Female,First,Graduate,,true,5,12
391467,10,Female,First,Some Secondary,,true,6,8
391468,10,Male,Second,Secondary,,true,5,119
391469,10,Male,First,Secondary,,true,1,65
391470,10,Male,First,Some Secondary,,true,0,28
391471,10,Male,First,Graduate,,true,3,45
391472,10,Female,First,Some Secondary,,true,10,91
391473,10,Male,First,College,,true,1,27
391474,10,Male,First,Secondary,,true,1,15
391475,10,Female,Third,Some Secondary,,true,0,0
391476,10,Female,First,Some Secondary,,true,3,124
391477,10,Male,Third,Some College,,true,2,52
391478,10,Male,Third,Graduate,,true,11,61
391479,10,Female,,Secondary,,true,0,20
391480,10,Female,Second,College,,true,3,65
391481,10,Male,,College,,true,2,68
391482,10,Male,First,Some College,,true,0,3
391483,10,Female,Third,College,,true,3,20
391484,10,Female,First,Some Secondary,,true,5,27
391485,13,Female,Second,Secondary,,true,5,74
391486,12,Male,Third,Secondary,,true,0,55
391487,18,Female,First,Graduate,,true,23,237
391488,18,Female,First,Graduate,,true,24,285
391489,12,Female,First,College,,true,16,89
391490,10,Female,Third,Secondary,,true,0,25
391491,15,Female,First,Secondary,,true,0,12
391492,13,Male,Second,Some Graduate,,true,3,75
391493,13,Female,Second,College,,true,19,87
391494,13,Male,Second,Some Graduate,,true,66,263
391495,14,Female,First,College,,true,17,149
391497,14,Male,Second,Graduate,,true,16,145
391498,13,Male,First,Some College,,true,3,47
391499,14,Female,First,Some College,,true,16,106
391500,12,Female,First,Some Secondary,,true,213,396
391501,14,Female,First,College,,true,31,120
391502,15,Female,First,Secondary,,true,43,231
391503,12,Female,Second,College,,true,22,140
391504,16,Male,Second,Secondary,,true,17,88
391505,8,Female,Third,Some College,,true,1,12
391506,9,Female,Second,Graduate,,true,1,45
391507,11,Male,First,Some College,,true,1,14
391508,16,Female,First,Some College,,true,237,351
391509,12,Male,First,Secondary,,true,3,135
391510,11,Female,,Some College,,true,0,52
391511,12,Male,First,Secondary,,true,1,59
391512,16,Female,First,Secondary,Hispanic,true,17,122
391513,11,Female,Third,Secondary,,true,4,52
391514,11,Female,First,Some College,,true,4,11
391515,12,Male,Third,Some Graduate,,true,2,62
391516,12,Female,Second,Secondary,,true,32,148
391517,9,Female,First,College,,true,0,21
391518,10,Male,First,College,,true,0,31
391519,10,Female,Second,Some College,,true,0,33
391520,16,Female,Third,College,,true,240,393
391521,15,Male,First,Some College,Hispanic,true,42,191
391522,15,Male,First,Some Graduate,,true,53,153
391523,14,Male,First,Graduate,,true,23,181
391524,12,Female,First,Some College,,true,2,128
391525,14,Female,First,Secondary,,true,111,240
391526,11,Male,First,Graduate,,true,1,15
391527,16,Male,Second,Some College,,true,12,123
391528,13,Female,Second,College,,true,5,28
391529,12,Male,First,College,,true,0,19
391530,13,Male,First,College,,true,0,136
391531,16,Female,First,Some College,,true,81,214
391532,9,Male,Second,Some Graduate,,true,0,29
391533,15,Female,Second,Secondary,,true,84,302
391534,13,Female,Second,College,,true,19,164
391535,10,Female,First,Some College,Hispanic,true,0,8
391536,14,Female,First,Some College,Hispanic,true,6,139
391537,8,Female,First,College,,true,5,38
391538,12,Male,Second,Secondary,,true,1,81
391539,14,Male,First,College,,true,82,243
391540,10,Female,Second,Graduate,,true,5,102
391541,10,Male,Second,College,,true,1,39
391542,9,Male,First,Some Graduate,,true,7,57
391543,8,Male,Second,College,,true,0,7
391544,9,Male,First,Secondary,,true,0,30
391545,12,Male,First,Some Graduate,,true,11,121
391546,12,Female,First,Graduate,,true,4,24
391547,15,Male,First,Secondary,,true,29,73
391548,16,Male,First,Secondary,,true,64,134
391549,15,Male,First,College,,true,25,142
391550,11,Male,First,Graduate,,true,0,140
391551,14,Male,First,College,,true,48,243
391552,9,Female,First,Some College,,true,4,10
391553,11,Female,Second,Secondary,,true,1,105
391554,14,Female,Second,Some College,,true,24,268
391555,9,Male,Second,Graduate,,true,0,23
391556,9,Female,First,College,,true,4,17
391557,9,Female,Second,Some College,,true,0,3
391558,13,Female,First,Graduate,,true,0,96
391559,15,Male,First,College,,true,11,68
391560,12,Female,Second,College,,true,7,98
391561,15,Female,Second,Some College,,true,18,69
391562,15,Female,First,College,,true,7,91
391563,13,Male,Third,Some College,,true,1,52
391564,15,Female,First,Some College,Hispanic,true,52,324
391565,16,Male,Second,Secondary,,true,8,218
391566,13,Female,First,Some College,,true,2,135
391567,12,Female,Second,Some Graduate,,true,20,242
391568,14,Male,Second,Secondary,,true,16,90
391569,13,Female,First,Some College,,true,12,119
391570,9,Male,First,Some College,,true,0,13
391571,14,Female,Fourth,Some College,,true,3,56
391572,10,Male,Second,College,Hispanic,true,2,26
391573,9,Female,First,College,,true,1,96
391574,11,Male,Second,Some College,,true,0,35
391575,15,Female,First,Some Graduate,,true,18,45
391576,13,Male,First,Some College,,true,13,171
391577,13,Male,Second,Graduate,,true,5,194
391578,12,Male,Second,College,,true,0,56
391579,13,Female,Third,Secondary,,true,27,119
391580,15,Male,First,College,,true,35,108
391581,11,Male,Second,College,,true,7,38
391582,13,Male,First,Some College,,true,5,37
391583,13,Female,First,Some College,,true,31,99
391584,11,Female,First,Some College,,true,0,111
391585,13,Male,First,Graduate,Hispanic,true,107,275
391586,16,Male,First,College,,true,11,175
391587,11,Male,First,College,,true,0,48
391588,15,Male,Second,College,,true,25,80
391589,13,Female,First,College,,true,23,120
391590,14,Male,Third,College,Hispanic,true,5,102
391591,8,Female,First,College,,true,0,8
391592,16,Male,Third,College,,true,48,184
391593,11,Male,Third,Some College,,true,0,99
391594,10,Male,Third,Some Graduate,,true,4,20
391595,13,Female,Third,College,,true,10,158
391596,11,Male,,Some College,,true,1,6
391597,14,Female,Second,Some College,,true,17,170
391598,14,Female,Second,Some College,,true,49,210
391599,14,Female,First,Secondary,Hispanic,true,64,125
391600,8,Male,First,Graduate,,true,2,26
391601,14,Male,First,College,,true,30,80
391602,11,Male,First,Some College,,true,20,96
391603,15,Male,First,Some College,,true,62,127
391604,12,Male,Second,College,,true,3,96
391605,14,Male,First,College,,true,31,150
391606,11,Female,First,Graduate,,true,0,14
391607,11,Female,Third,Some College,,true,9,94
391608,14,Female,Second,Some College,Hispanic,true,9,194
391609,14,Female,Second,Some College,Hispanic,true,9,194
391610,12,Male,Second,Secondary,,true,1,42
391611,10,Female,First,Some College,,true,8,106
391612,9,Male,First,Some College,,true,1,19
391613,15,Male,Third,Secondary,,true,16,219
391614,9,Female,First,College,Hispanic,true,0,9
391615,12,Male,First,Some College,,true,5,66
391616,11,Female,Second,Secondary,,true,0,21
391617,8,Male,Second,College,,true,6,42
391618,12,Female,Second,Some College,,true,20,365
391619,15,Female,First,Some College,,true,20,97
391620,11,Female,Second,Secondary,,true,8,141
391621,11,Female,Second,Secondary,,true,8,153
391622,12,Female,Second,Some College,,true,18,129
391623,12,Male,Second,College,,true,4,64
391624,13,Male,First,Some College,,true,14,60
391625,9,Female,First,Some College,,true,8,55
391626,11,Male,First,College,,true,9,18
391627,10,Male,Second,College,,true,0,0
391628,13,Female,First,Secondary,,true,0,91
391629,14,Female,First,College,,true,15,217
391630,10,Female,First,Graduate,,true,0,8
391631,14,Female,Second,Graduate,,true,4,44
391632,14,Male,Third,Some College,Hispanic,true,8,176
391633,15,Male,First,College,,true,31,282
391634,9,Female,Second,College,,true,0,17
391635,15,Female,First,College,,true,102,229
391636,16,Male,Second,Secondary,,true,6,109
391637,16,Male,First,College,,true,202,341
391638,9,Male,First,Some College,,true,0,2
391639,14,Male,Second,College,,true,7,243
391640,12,Female,Second,Secondary,,true,4,32
391641,13,Female,First,Secondary,,true,1,45
391642,14,Male,First,Secondary,,true,48,179
391643,11,Female,First,Graduate,,true,3,54
391644,10,Female,Fourth,College,,true,7,43
391645,12,Female,First,College,Hispanic,true,52,186
391646,10,Male,First,Some College,,true,0,34
391647,15,Male,Fourth,Some College,,true,18,56
391648,12,Male,First,Graduate,,true,5,17
391649,11,Male,First,Graduate,,true,0,126
391650,16,Female,Third,Some College,,true,110,158
391651,11,Female,Second,Some College,,true,6,91
391652,15,Male,First,Graduate,,true,44,239
391653,15,Female,First,Graduate,,true,75,158
391654,12,Female,First,College,,true,6,52
391655,14,Female,First,Some College,,true,26,140
391656,11,Female,First,Some College,Hispanic,true,2,34
391657,14,Male,Second,Some College,,true,10,35
391658,10,Male,First,Some Graduate,,true,5,118
391659,15,Female,Second,Some College,,true,7,221
391660,14,Male,First,College,,true,13,151
391661,10,Male,First,Some College,,true,4,31
391662,10,Male,First,Some College,,true,3,33
391663,15,Male,Second,College,,true,3,101
391664,11,Female,First,College,,true,14,34
391665,10,Female,Second,College,,true,0,107
391666,13,Male,Third,Some College,,true,0,45
391667,13,Male,Second,Some College,,true,1,45
391668,11,Female,First,Secondary,,true,0,74
391669,15,Female,Second,Some College,,true,167,256
391670,15,Female,Third,College,,true,2,47
391671,16,Male,First,College,,true,28,171
391672,11,Female,Second,College,,true,16,183
391673,15,Male,Second,Some College,,true,10,117
391674,11,Male,First,College,,true,0,106
391675,12,Female,Second,College,,true,10,87
391676,11,Female,Second,Secondary,Hispanic,true,5,64
391677,12,Male,First,Secondary,,true,26,131
391678,11,Female,Second,Secondary,,true,11,40
391679,11,Male,First,Secondary,,true,11,231
391680,14,Female,Second,College,,true,35,227
391681,16,Female,Second,Secondary,,true,38,102
391682,11,Male,First,Some College,,true,2,42
391683,15,Male,First,Secondary,,true,18,54
391684,15,Male,First,College,,true,155,378
391685,12,Male,First,College,,true,23,82
391686,9,Female,Third,Secondary,,true,13,134
391687,12,Male,Second,Secondary,,true,40,161
391688,13,Female,Third,Some College,Hispanic,true,69,140
391689,15,Male,First,College,,true,30,80
391690,12,Male,First,Secondary,,true,0,46
391691,12,Female,Third,Some College,,true,4,102
391692,16,Male,First,Some College,,true,26,223
391693,16,Female,First,Graduate,,true,2,40
391694,16,Female,First,Some College,,true,56,150
391695,17,Male,First,Graduate,,true,23,256
391696,10,Female,First,Some College,,true,4,34
391697,16,Female,Second,College,,true,40,121
391698,17,Female,First,College,,true,34,237
391699,15,Female,Second,Some College,Hispanic,true,4,38
391700,16,Female,First,Some College,,true,53,237
391701,16,Male,First,Graduate,,true,30,111
391702,16,Male,First,Some College,,true,10,127
391703,16,Female,First,Some College,,true,39,181
391704,16,Female,Second,Secondary,,true,187,325
391705,16,Female,First,Graduate,,true,31,154
391706,10,Female,Sixth,Some College,Hispanic,true,0,78
391707,11,Female,Second,Some College,,true,0,80
391708,9,Male,Fourth,Secondary,Hispanic,true,0,35
391709,14,Female,First,Secondary,,true,6,138
391710,9,Male,First,Secondary,,true,3,75
391711,10,Male,Second,Secondary,,true,3,74
391712,17,Male,First,College,,true,33,96
391713,17,Female,First,Secondary,,true,131,248
391714,18,Male,Second,Secondary,,true,63,191
391715,8,Female,,,,true,6,81
391716,9,Female,,,,true,0,11
391717,9,Female,First,College,,true,0,8
391718,9,Female,First,College,,true,11,47
391719,9,Female,First,Some College,,true,6,32
391720,8,Female,Third,College,,true,1,9
391721,8,Female,Third,College,,true,2,8
391722,9,Female,Second,Graduate,,true,1,1
391723,14,Male,First,Secondary,,true,23,161
391724,8,Male,Second,Some College,,true,0,50
391725,8,Male,Second,Some College,,true,0,8
391726,14,Male,First,College,Hispanic,true,0,5
391727,8,Male,Third,Graduate,,true,2,9
391728,10,Male,Third,Secondary,Hispanic,true,3,34
391729,12,Female,Second,Some Secondary,Hispanic,true,12,74
391730,16,Female,First,Secondary,,true,137,244
391731,17,Female,Second,College,,true,0,122
391732,14,Female,Third,College,,true,52,256
391733,14,Female,First,Secondary,,true,0,84
391734,15,Female,Second,College,,true,9,60
391735,15,Female,Third,Graduate,,true,20,144
391736,15,Male,Second,College,,true,33,150
391737,17,Female,First,Graduate,,true,34,92
391738,16,Female,First,Secondary,,true,179,279
391739,17,Male,Third,Some College,,true,61,265
391740,17,Male,Third,Secondary,,true,64,141
391741,17,Female,Second,Secondary,,true,347,396
391742,17,Male,Second,Some College,,true,56,213
391743,16,Female,First,Secondary,,true,19,104
391744,16,Female,First,Secondary,,true,17,85
391745,17,Female,First,College,,true,117,176
391746,14,Female,Second,Some College,,true,40,192
391747,14,Male,First,Some College,,true,12,184
391748,13,Male,Third,Some College,,true,0,184
391749,14,Male,Second,College,,true,6,68
391750,16,Female,Second,Secondary,,true,17,64
391751,15,Male,Second,Secondary,,true,69,224
391752,14,Female,First,Some Graduate,,true,17,150
391753,15,Female,First,Secondary,,true,90,299
391754,15,Female,Second,Some Graduate,,true,7,138
391755,15,Female,First,Some College,,true,0,73
391756,16,Male,Second,Graduate,,true,9,246
391757,14,Male,First,College,,true,18,203
391758,15,Female,First,Graduate,,true,15,183
391759,15,Female,Second,Some College,,true,37,311
391760,15,Female,First,Secondary,,true,88,225
391761,15,Female,Third,College,,true,24,33
391762,15,Male,Third,Some College,,true,20,165
391763,15,Female,First,Some Graduate,,true,6,171
391764,15,Male,First,Graduate,,true,2,152
391765,14,Female,First,College,,true,54,211
391766,15,Male,First,Some College,,true,38,244
391767,15,Male,First,Some College,,true,20,205
391768,15,Female,First,College,,true,22,290
391769,14,Female,First,Secondary,,true,22,173
391770,14,Male,First,College,,true,15,86
391771,14,Male,Second,Secondary,,true,26,321
391772,14,Female,Second,Graduate,,true,10,95
391773,14,Female,Second,Secondary,,true,18,125
391774,14,Female,Third,Some College,,true,45,203
391775,14,Male,First,Some Graduate,,true,3,159
391776,14,Male,Third,Some College,,true,46,234
391777,14,Female,First,Some Graduate,,true,3,58
391778,14,Female,Second,Some College,,true,19,262
391779,10,Male,Second,Secondary,,true,0,36
391780,10,Male,Second,Some College,,true,0,18
391781,9,Female,Second,College,,true,0,25
391782,9,Female,First,Secondary,,true,4,73
391783,9,Male,Third,Secondary,,true,0,70
391784,9,Female,First,College,,true,0,8
391785,8,Male,First,Secondary,,true,1,10
391786,8,Female,First,Some College,,true,2,10
391787,11,Female,Third,Some Graduate,,true,0,84
391788,11,Female,Third,Some College,,true,9,92
391789,9,Male,Third,College,,true,0,6
391790,12,Male,Second,Some College,,true,2,36
391791,10,Male,Second,Graduate,,true,1,52
391792,8,Female,Fourth,College,,true,0,0
391793,8,Female,Second,Some College,,true,0,27
391794,8,Female,First,College,,true,1,8
391795,8,Male,First,Graduate,,true,0,15
391796,8,Female,Third,College,,true,0,24
391797,8,Male,Third,Some Graduate,,true,0,15
391798,8,Female,First,Some Secondary,,true,0,102
391799,16,Female,Second,Some Graduate,,true,81,295
391800,15,Female,First,Some College,Hispanic,true,79,177
391801,11,Female,First,Secondary,,true,16,130
391802,10,Male,First,Graduate,,true,3,30
391803,11,Male,Third,Some College,,true,2,40
391804,10,Female,Second,Some College,,true,0,170
391805,10,Male,Second,Some College,,true,1,122
391806,10,Male,Second,College,,true,4,74
391807,11,Female,First,Some College,,true,1,16
391808,11,Female,First,Some College,,true,0,105
391809,11,Male,Second,Secondary,,true,6,96
391810,11,Female,First,Secondary,,true,6,75
391811,10,Female,First,Some Secondary,,true,17,280
391812,11,Female,First,Secondary,,true,53,154
391813,14,Male,Third,Secondary,,true,15,185
391814,12,Female,Second,Some Graduate,,true,0,66
391815,11,Female,Second,College,,true,1,34
391816,11,Male,Second,College,,true,0,41
391817,11,Male,Second,College,,true,13,85
391818,12,Female,Third,Some Graduate,,true,1,57
391819,9,Female,First,Some College,,true,1,21
391820,9,Male,Second,Graduate,,true,0,54
391821,9,Female,Third,Some College,,true,3,261
391822,10,Male,First,Graduate,,true,0,7
391823,10,Female,Second,Graduate,,true,0,27
391824,9,Male,Second,Some College,,true,0,99
391825,13,Male,Third,Secondary,,true,5,161
391826,12,Female,Second,College,,true,14,49
391827,12,Male,Second,Secondary,,true,9,82
391828,9,Female,Second,College,,true,1,57
391829,11,Female,Second,College,,true,12,135
391830,9,Male,Second,Some College,,true,1,27
391831,11,Male,Third,Some College,,true,2,11
391832,12,Male,Second,Secondary,,true,0,15
391833,10,Male,First,Some Graduate,,true,7,65
391834,10,Female,First,Secondary,,true,7,147
391835,10,Female,Second,Some College,,true,0,111
391836,10,Female,First,College,,true,0,20
391837,10,Female,Second,College,,true,1,118
391838,12,Male,Second,Graduate,,true,4,87
391839,12,Male,First,College,,true,29,175
391840,13,Male,First,College,,true,2,64
391841,14,Male,Second,College,,true,18,178
391842,13,Male,Second,Graduate,,true,18,338
391843,13,Male,First,Graduate,,true,34,80
391844,13,Male,Third,College,,true,13,64
391845,12,Male,Third,College,,true,4,44
391846,9,Male,Second,Secondary,,true,0,16
391847,15,Female,First,College,,true,32,105
391848,16,Male,First,Graduate,,true,88,120
391849,9,Male,Second,College,Hispanic,true,0,8
391850,13,Male,Second,Graduate,,true,0,138
391851,14,Male,Second,College,,true,26,86
391852,12,Male,Second,Secondary,,true,0,7
391853,12,Female,Second,Some College,,true,9,54
391854,12,Male,First,Graduate,,true,5,63
391855,14,Female,Sixth,Secondary,,true,15,60
391856,13,Male,Fourth,Some College,,true,5,58
391857,13,Male,First,Some College,,true,45,96
391858,15,Female,First,College,,true,12,35
391859,13,Female,First,College,,true,32,163
391860,12,Female,Third,Some College,,true,3,91
391861,12,Female,First,College,,true,6,74
391862,12,Male,First,Secondary,,true,4,164
391863,14,Female,First,College,Hispanic,true,24,190
391864,13,Male,Third,Secondary,,true,4,61
391865,13,Female,Second,Secondary,,true,13,110
391866,13,Male,First,College,,true,2,141
391867,15,Female,First,College,,true,16,168
391868,13,Female,First,Graduate,,true,24,180
391869,13,Female,Third,Some College,,true,3,125
391870,13,Male,Second,Some College,,true,3,88
391871,13,Female,First,Secondary,,true,20,169
391872,13,Male,Second,Some College,,true,33,175
391873,13,Female,Third,Some College,,true,0,35
391874,12,Male,First,Some Graduate,,true,0,44
391875,13,Male,First,Some College,,true,4,62
391876,13,Female,Third,College,,true,16,180
391877,13,Female,First,College,,true,23,114
391878,11,Male,First,Some College,,true,1,11
391879,11,Male,First,College,,true,2,142
391880,11,Female,Second,Secondary,,true,0,54
391881,11,Female,Second,Some College,,true,14,177
391882,9,Female,First,College,,true,1,125
391883,9,Female,Second,Some College,,true,4,70
391884,8,Female,Second,College,,true,0,37
391885,15,Female,Second,Graduate,,true,38,317
391886,10,Male,First,Some College,,true,2,48
391887,10,Male,First,Some College,,true,2,23
391888,9,Male,First,Graduate,,true,5,96
391889,9,Female,Fourth,Secondary,,true,0,16
391890,10,Female,Second,Some College,,true,0,18
391891,8,Female,Third,Some College,,true,0,5
391892,8,Male,Third,Secondary,,true,7,117
391893,14,Female,Third,Secondary,,true,0,203
391894,9,Male,First,Secondary,,true,0,28
391895,11,Male,Second,Secondary,,true,7,79
391896,11,Male,Seventh,Secondary,,true,0,39
391897,13,Male,First,Graduate,,true,6,109
391898,9,Male,Second,Graduate,,true,3,4
